clean_content,Aspek,Sentimen
maksudnya hadiah 400 srh update downlod sudah srh downlod ulang srh putr hadih lagi dapat lagi 400 mau d ambil srhdownlod lagi muterrrrrr ae tidak mari2,Kualitas,Netral
saya tidak masalah waktu belanja terkena biaya layanan rp 1000 kenapa sudah ada biaya layanan sekarang ongkir kena biaya juga tidak bisa digabungkan dengan promo lain seperti voucher cashback diskon saya selaku penggunakan setia tokopedia sangat mengecewakan hal ini,Pelayanan,Negatif
iklannya nyampah dimana mana bikin tidak nyaman browsingan dana refund mau topup saldo tokopedia juga tidak bisa gua sumpahin goto makin menurun,Kualitas,Positif
sekarang kurang asik fitur aplikasi nya ada biaya aplikasi 1000 trus kalau gagal transaksi biaya aplikasinya tidak kembali terus promonya tidak bs dia promo ongkir dan cashback semoga bisa kayak dlu lagi tokopedia,Kualitas,Negatif
sistem selesaikan masalah sendiri itu tidak bagus bagaimana kalau seller sengaja biarkan pesanan di batal oleh sistem yang rugi waktu itu buyer gmana mau selesaikan masalah dengan seller kalau seller chat aja tidak di respon apps sebelah aj lbh baik tidak seperti tokopedia tidak ad cs ny,Pelayanan,Positif
maaf sebelumnya kan kalau pengguna baru dapat gratis ongkir kan kalau ini kagak ada sebenarnya sempet kecewa sihh,Harga,Negatif
bandung banjar 1 tahun paket tidak nyampe pesen 31 desember 2022 10 januari 2023 blum juga nyampe percumah juga langganan plus dan platinum member gratis ongkir tidak bisa di gabung dengan cashback makin lama makin payah,Kualitas,Negatif
tolong gratis ongkir juga bisa via web kadang merasa kesulitan untuk co sesuatu tapi hp sedang tidak ditangan,Harga,Negatif
sebagai bentuk rasa kecewa saya dengan tokopedia app tokopedis saya hapus saya ganti toko lain yang lebih profesional tokopedia tidak bisa menyelesaikan masalah saya orderan kemarin sudah saya batalkan tapi tetep saja masih diproses kirim lebih berpihak kepada penjual bukan kepada pembeli padahal saya sudah member gold saya sering belanja di tokopeda kenapa saya sebagai pembeli dicurangi gitu kecewa banget saya dengan tokopedia maaf bintang 1 saja,Pelayanan,Negatif
bagus banget setiap tanggal 20 mesti ada diskon 50 rb jadi aku belanja minyak 2 liter yang harga 40 rb hanya bayar 10 rb aja transfer pembayaran bni sudah free ongkir jga malah harga bsa sampen 8 rb diskon hanya ada biaya admin aplikasi 2 rb apa 3 rb jadi nya 10 rb lah bayar nya top banget deh aku pakai 3 nomor jadi lumayan lah hehehe ngirit belanjaa bulanan berkah selalu tokoped yang blm cba silahkan cba dlu ambil voucher nya ditokoed minyak 2 liter 40 x 3 akun120 rb dapat voucher 50 rb per akun hemat 90 rb,Pelayanan,Positif
saya beli pakai voucher diskon malah kena batal nyesel saya download tapi tidak dapat untungnya,Harga,Netral
jual hp di langsung laku sangat merugikan hp belum 2 minggu mau di jual harganya terjun bebas,Harga,Netral
pengguna baru traktiran harga rp 0 giliran di beli sekarang ongkirnya melebihi harga 0 rupiah males mau belanja jadinya,Harga,Netral
sangat mempermudahkan kita belanja tidak perlu lagi ke pasar dan harga juga terjangkau,Harga,Positif
gratis ongkir dan cashback kagak ada di akun gue ya belanja di unggu dan orange lah hihi,Harga,Netral
belum ada sebulan download tokopedia kode promo gabisa kepake dengan alasan akun melanggar syarat dan ketentuan tapi tidak dikasih tau kesalahan nya dimana ku kira bagus ternyata lebih baik shopee,Harga,Positif
aplikasinya cukup sederhana dan ringan dengan banyak fitur mulai dari nabung emas dan berbagi kebutuhannya pembayarannya online,Kualitas,Netral
rekomendasi aplikasi online shop untuk pedagang besar pedagang eceran jangan install power merchant 1 menurut saya masih terlalu besar karena tidak ada maksnya misal klau ada maks 20rb berarti produk diatas harga 3jt tetap hanya kena 20rb klau tidak ada maks nya berarti produk diatas harga 3jt dimulai kena 30rb asuransi pengiriman klau on beban masuk ke penjual bebas ongkir klau on beban jugw masuk ke penjual tapi ada maks yaitu 10rb jadi semua harus di kalkulasikan sebelum menaruh harga,Pelayanan,Positif
tokopedia melindungi penjual padahal penjualan tersebut penipu sayah beli sparepart motor original yang datang kw mencoba diskusi tapi tidak ada solusi malah melindungi si penjual padahal sayah belum melakukan terima barang sangatlah kecewa jadi ragu untuk beli barang d aplikasi tokopedia,Pelayanan,Negatif
tempat belanja online paling terpercaya menurut saya kualitas barangnya bagus dan kondisi pasarnya juga sehat tidak ada yang perang harga,Kualitas,Positif
harus pembaruan dulu lalu bisa masuk app nya kurang bagus dan pesan barang selalu di batalkan pesanan sesuai gambar tapi dari tokonya telepon barang itu sudah habis mau helm yang lain jangan memasang foto gambar barang yang sudah ngak ada,Pelayanan,Positif
gila ongkir ke lampung mehong pakai gratis ongkir juga masih mehong masih murah di aplikasi shoppe ogah pakai tokopedia lagi kapokkkkk,Kualitas,Positif
layanan yang sangat mengecewakan komplain saya sudah mau 3 bulan tapi tidak ada penyelesain dari pihak tokopedia sampai saat ini tidak ada tindak lanjut kejelasan komplainnya sudah sering di pus tapi tidak ada kejelasan sangat jauh x perbedaan dengan layanan yang diberikan oleh aplikasi kompetitor lainnya paket saya hilang tidak ada tanggung jawab dari tokopedia,Pelayanan,Negatif
aplikasi ini susah update pengisiman barang sudah di terima oleh pembeli tapi uang nya lama sekali masuk ke saldo saya aplikasi ini sangat menyusahkan sekali,Kualitas,Negatif
bagus sih tapi fitur cod nya tolong di naikin maksimal nya dong soalnya saya mau beli pc tidak jadi beli beli gagal mulu gara gara cod nya tidak bisa,Kualitas,Positif
terbaik selalu dapet promo gratis ongkir barang yang dikirim jg selalu berkualitas terimakasih tokopedia semoga makin sukses makin lebih baik makin banyak promo,Harga,Positif
mantap membantu bagi orang2 yang ngagur karna covid 19 lanjutin aplikasi lain ngab bira saya gini terus tanpa d pungut biyaya,Kualitas,Positif
promo transaksi pertama yang katanya rp 0 tidak bisa padahal belum pernah belanja tidak niat ngasih promo emang,Harga,Netral
katanya saya akan mendapatkan hp iphon 11 secara gratis tapi ko tidak bisa tolong hilang kan penipuan ini karena saya ditipu saya kasih bintang 2 dulu deh,Harga,Negatif
kalau keluhan2 di tokopedia kalau tidak segera diatasi bisa jadi boom waktu ditinggal pelanggan uninstal aplikasi ditinggalkan sejak tokopedia gopay malah menurun saat tokopedia ovo adalah istimewa jaya,Kualitas,Netral
pusat resolusi tidak memberikan solusi maupun jawaban yang memuaskan pada proses retur sistem retur tokopedia yang saya jalani tidaklah baik complain yang saya ajukan tertutup sistem bukan karena kesalahan saya saat ini masalah saya belum clear bintang satu bad response,Pelayanan,Positif
aplikasi pembayaran via ovo semua transaksi gagal non gratis ongkir apalagi yang gratis ongkir aplikasi buang buang waktu,Kualitas,Negatif
promo banyak barang lengkap belanja tidak ribet hanya 1 yang kurang tolong di kasih call center biar bisa di telepon kalau ada kendala,Harga,Netral
semakin kesini malah semakin memburuk udah ada biaya transaksi gratis ongkir dan voucher ngak bisa di pakai bersamaan seperti dulu up up up,Harga,Negatif
gila skg tidak bisa gratis ongkir voucher tidak bisa di kombo makin bulan promi makin menurun kalau gini mending balik ke si oren deh bisa kombo voucher disini uda tidak bisa kombo voucher tidak guna gratis ongkir tidak bisa dikombo sama voucher lainnya,Kualitas,Netral
udah pakai voucher cashback tapi pas transaksi selesai tidak ada tuh cashback masuk kirain error tapj kok sampe lebih dri 3 kali sekalian aja tidak usah pakein voucher kalau gitu,Kualitas,Negatif
kenapa saya mau top up m tix tidak bisa kenapa sih saya mau habis saldo saya di dana pakai qris kenapa tidak bisa alasannya kenapa saya cuman mau habis kan saldo aja di persulit tidak bisa semua aplikasi dukung pembayaran digital,Kualitas,Positif
selalu cintaa sama tokopedia banyakkk promo dan cashback nya semoga makin maju dan jaya selalu tokopedia apalagi aku kerja di logos yang bekerjasama dengan tokopedia jg dari tokopedia untuk tokopedia pokoknya,Pelayanan,Netral
sering belanja disini bahkan jadi tujuan pertama karna apa ya karna kupon promonya mantap sekali,Harga,Positif
tidak dapat cashback nya aneh padahal di invoice ada tapi setelah barang diterima invoice berubah jadi tidak ada cashback benar2 aplikasi aneh,Kualitas,Netral
penjualnya banyak penipu tidak amanah tolong pihak tokopedia lebih di perhatikan lagi dalam memasukan anggota penjual karna banyak sekali pelanggan pembeli yang kecewa yang di posting jual apa yang di kirim apa apa di tokopedia tidak ada pemantauan si penjual apa gimana terima kasih mohon untuk di perhatikan,Pelayanan,Positif
baru pertama kali masih bintang 2 aplikasi jujur tapi waktu verivikasi lupa pin saya kasih pin baru tapi tidak bisa jujur kecewa,Kualitas,Negatif
tokopedia scam untuk transaksi pertama tidak bisa beli hilang begitu aja pada saat memilih pembayaran pindah oren ajalah walaupun pelit si oren tapi setidaknya nipu tidak terlalu parah seperti pemegang saham tiktok yang kelola mending garena sekalian percuma produk dalam negeri begini hadehh ekspedisinya payah juga,Pelayanan,Negatif
saya kecewa ke toko pedia tidak sperti dulu terutama untuk penjul hati hati kalau barang rusak karna kurir pasti dusuruh ganti ongkos kirim sedangkan pejualnya udah rugi barangnya hancur dan untuk pembeli tidak aka ada penyelesaian dari toko pedia,Pelayanan,Negatif
keren traktiran 0 bagi pengguna baru beneran pakai promo gratis ongkir lagi jadi bener2 gratis beli guling,Harga,Positif
kenapa ya aplikasinya sekarang susah bngt melakukan pencarian barang hnya smpai menu sesudah itu tidak bisa d utak2 atik lagi atau lihat2 barang,Kualitas,Netral
katanya tiap senin jam oo oo kuota ongkir gratis diperbaharui lha ini saya koq blum dapat pembaharuan jadi tidak blanja2 deh,Kualitas,Netral
bagaimana caranya saya dapat hadiah putaran hasil sintir tsb bisa dikirim ke alamat saya ya jl cempaka putih barat rt 012 rw 02 no1 ditggu,Kualitas,Negatif
tidak ngerti ya udah beberapa bulan terakhir ini tokopedia aneh pengiriman itu lamaaaaa banget dulu2 tuh paling lama 3 hari dh sampe skrg2 4 hari itu paling cepet beberapa kli sampe 8 hri bru sampe padahal ssma jakarta pling jauh tanggerang lah hareeem pengirimannya kalah sama i herb dri usa padahal,Pelayanan,Negatif
sebel banget checkout barang pakai voucher intinya jadi bayar 355 perak ya gue hanya make voucher bukan nya ngakalin apl atau seller eh di batalin sama seller gatau kenapa gajelass padahal butuh barangnya tokopedia emang tidak ngatur sistem ke seller nya ttg voucher sampe segitunya padahal butuh dan pertama kali belanja yaudah balik ke si oren lain kali kalau ngatur voucher yang benerrrrr gajelas,Pelayanan,Netral
aplikasi yang mudah di pahami dan sangat membantu orang orang yang males keluar rumah tapi terkadang suka aga sedikit lemot tapi masih berjalan normal,Kualitas,Positif
wow barang barang yang ada di sini murah murah salah gratis ongkir lagi tapi ada yang mahal si tapi ya udah lah biarin yang penting gitu gitu aja,Harga,Positif
katanya dpat belanja gratis ternyata hoaak katanya traktir pengguna baru dengan belanja rp 0 dengan pilihan yang disediakan ternyata hoak dong nipuuu,Harga,Netral
baru kali ini nemuin tokopedia banyak mrintilin dana sudah kyag koruptoor aaja apa udah bangkrut apa bagaimana masa orang batallin pesanan uang kembalinya tidak full katanya biaya ini llah itu lah lagi cicilan 87 kenapa byarnya jadi 91rb anjritt emmng apllikkasi ni bikin orang naik darah lamma2 semoga semakin redupp aja ni aplikasi,Pelayanan,Positif
maaf bintang saya turunkan ke 1 karena tiap transaksi gagal ditolak alasan penyalahgunaan akun padahal ini akun saya sendiri adapun saya anggota keluarga lain yang tinggal serumah masa saya tidak bisa menikmati diskon voucher,Harga,Negatif
belanja pakai voucher diskon tapi dibatalin sistem itumah fix penipuan pembodohan php bahasa marketing doank dahlah shopee terbaik memang maaf,Harga,Positif
sulit komlain saya baru mengalaminya barang hilang dipengiriman oleh penjual dan pihak toko pedia sulit dihubungi dan tidak ada tangapan dribtokopedia padahal waktu konfirmasi dri penjual udah habis udah 4 hari saya kecewa,Pelayanan,Negatif
mohon maaf saya suka banget belnja di sini tapi pas event free pc bts lumyan bnyak army yang tidak dapat pdhal sesuai prosedur yang cpt kdng tidak dapat yang lama mala dapat pas diselidiki dicolong entah sma siapa yang nyolong saya salah stu korban a,Kualitas,Negatif
padahal selama ini saya tidak pernah telat bayar go paylater hanya sekali itu pun posisi sangat terpaksa padahal 2jt 500rb bln tidak pernah telat hanya sekali telat dan akun di bekukan ok silahkan dan makin di update semua makin kacau seperti dimanfaatkan biar terulang terus buat nambah masukan kuota,Kualitas,Negatif
di kasih promo malah di batalin ma sistem padahal pertama kali belanja mana tidak bisa di gunain lagi,Harga,Netral
baru coba untuk promo2 yang ternyata wow mayan sekali semoga tetep seperti itu yaa,Harga,Netral
wow bagus banget tokopedia aku mau belanja di sini seru banget kalau tidak download tokopedia kalau tidak kalian pasti nyesel aku belanja di sini pengiriman cepat dan cuman 1hari tapi tidak ada bayar ditempat ayo download sekarang juga,Pelayanan,Positif
e commerce jelek saya sudah melakukan pembayaran lewat ini tapi sampai saat ini status nya cuman diproses terus tidak ada perubahan beda dulu lancar aja kalau masalah pembayaran cuman kenapa baru sekarang udah melakukan pembayaran cuman diproses doang tidak dikonfirmasi oleh operator dan lama sekali hampir 3 hari tidak diproses pelayanan cs pun lambat dan hanya itu itu aja yang dijawab,Pelayanan,Positif
aplikasi ini sangat membantu saya dalam pembelian barang sehari hari termasuk pembayaran listrik dan sembako karena harganya murah dan barang bwrkualitas apalgi di tambah promo promo yang sangat menguntungkan pembeli dan penjual semoga tetap mwnajdi aplikasibterbaik dan semakin membaik pertahankan promo promo yang menarik,Pelayanan,Positif
aku kasih bintang 1 karena sgt membahayakan pengguna sebab utk ubah nomor hp yang hilang harus verifikasi data dulu dengan memasukkan foto ktp dan berfoto selfie selamat tinggal tokopedia masih banyak aplikasi belanja lain yang jauh lebih murah dan tidak pakai ongkir yang bisa dipakai drpd harus setor ktp dan muka di database nya kamu,Pelayanan,Positif
bertahun tahun belanja di tokopedia semua kebutuhan beli di tokopedia sekarang kebijakan nya makin ngasal sudah kenak ongkir ada biaya layanan sekarang malah tidak bisa gabung voucher promo sama bebas ongkir disuruh gabung plus supaya bisa pakai voucher cashback sama bebas ongkir,Pelayanan,Netral
aplikasi nya jadi buruk banget kaya kena pajak total harga 11 600 jadi 13 000 rugi banget uninstall aja aplikasi ini jelek,Kualitas,Negatif
saya sedang bekerja dengan ponsel saya dan tiba tiba aplikasi ini membuka sendiri akibatnya pekerjaan saya berantakan dan saya harus mengulang dari awal,Kualitas,Netral
makin kesini makin tidak bagus belanja sudah sesuai dengan nominal minimum dan udah masukin voucher cashback sampe bela2in bayar ongkir eh tidak taunya voucher cashback dibatalin dengan alasan melanggar syarat dan ketentuan kan gila banget nih aplikasi mending belanja ditoko sebelah kalau kayak gitu mengecewakan,Pelayanan,Positif
